employee_id,name,salary,manager_id,department_id
1559,Employee_1559,79952,596,12
1560,Employee_1560,62180,392,5
1561,Employee_1561,137432,699,16
1562,Employee_1562,118411,622,15
1563,Employee_1563,41622,782,15
1564,Employee_1564,88756,994,6
1565,Employee_1565,80809,440,12
1566,Employee_1566,56725,836,2
1567,Employee_1567,101396,616,20
1568,Employee_1568,91226,505,9
1569,Employee_1569,146296,917,4
1570,Employee_1570,121182,319,5
1571,Employee_1571,122565,552,8
1572,Employee_1572,69402,214,10
1573,Employee_1573,44263,70,7
1574,Employee_1574,136523,567,14
1575,Employee_1575,86828,918,5
1576,Employee_1576,87924,235,16
1577,Employee_1577,114182,280,15
1578,Employee_1578,133065,986,5
1579,Employee_1579,99052,616,3
1580,Employee_1580,51664,901,10
1581,Employee_1581,75737,886,5
1582,Employee_1582,141332,161,15
1583,Employee_1583,129563,190,18
1584,Employee_1584,69373,8,8
1585,Employee_1585,76397,59,2
1586,Employee_1586,126145,892,8
1587,Employee_1587,141371,816,8
1588,Employee_1588,78709,224,4
1589,Employee_1589,101120,818,19
1590,Employee_1590,59250,699,18
1591,Employee_1591,61172,581,1
1592,Employee_1592,51555,804,20
1593,Employee_1593,127410,286,15
1594,Employee_1594,118617,993,18
1595,Employee_1595,93276,168,12
1596,Employee_1596,97492,61,1
1597,Employee_1597,93002,348,7
1598,Employee_1598,129599,441,19
1599,Employee_1599,112355,13,1
1600,Employee_1600,131248,163,7
1601,Employee_1601,64762,419,2
1602,Employee_1602,51046,756,7
1603,Employee_1603,136999,846,19
1604,Employee_1604,68769,519,13
1605,Employee_1605,93302,665,5
1606,Employee_1606,63150,547,19
1607,Employee_1607,108247,559,1
1608,Employee_1608,44853,596,1
1609,Employee_1609,134613,27,18
1610,Employee_1610,129399,707,1
1611,Employee_1611,61792,445,5
1612,Employee_1612,99129,207,9
1613,Employee_1613,146019,469,12
1614,Employee_1614,114478,715,9
1615,Employee_1615,107298,975,18
1616,Employee_1616,71987,818,11
1617,Employee_1617,55850,103,1
1618,Employee_1618,52112,741,19
1619,Employee_1619,64058,425,10
1620,Employee_1620,85420,100,2
1621,Employee_1621,78890,540,7
1622,Employee_1622,106017,638,20
1623,Employee_1623,87304,849,2
1624,Employee_1624,72921,521,19
1625,Employee_1625,145921,105,6
1626,Employee_1626,41524,678,10
1627,Employee_1627,140424,977,9
1628,Employee_1628,55048,768,8
1629,Employee_1629,75111,806,11
1630,Employee_1630,77904,276,9
1631,Employee_1631,94912,64,20
1632,Employee_1632,74008,782,20
1633,Employee_1633,40060,899,9
1634,Employee_1634,114666,187,8
1635,Employee_1635,123559,316,15
1636,Employee_1636,95337,915,2
1637,Employee_1637,53350,137,1
1638,Employee_1638,64354,342,9
1639,Employee_1639,85186,104,9
1640,Employee_1640,68145,545,13
1641,Employee_1641,74020,379,8
1642,Employee_1642,126123,109,5
1643,Employee_1643,146667,943,3
1644,Employee_1644,115186,544,4
1645,Employee_1645,125469,353,17
1646,Employee_1646,60581,742,16
1647,Employee_1647,128929,316,16
1648,Employee_1648,63051,265,20
1649,Employee_1649,91474,693,3
1650,Employee_1650,131748,851,6
1651,Employee_1651,109626,64,1
1652,Employee_1652,46960,332,16
1653,Employee_1653,75772,512,15
1654,Employee_1654,61520,132,7
1655,Employee_1655,89481,591,2
1656,Employee_1656,76408,782,10
1657,Employee_1657,134006,752,15
1658,Employee_1658,97134,539,6
1659,Employee_1659,60491,734,2
1660,Employee_1660,41341,534,17
1661,Employee_1661,84623,495,1
1662,Employee_1662,130327,620,1
1663,Employee_1663,40338,618,4
1664,Employee_1664,111431,656,20
1665,Employee_1665,52254,368,16
1666,Employee_1666,91860,865,8
1667,Employee_1667,51344,908,1
1668,Employee_1668,41750,909,19
1669,Employee_1669,94756,650,11
1670,Employee_1670,107957,795,17
1671,Employee_1671,145423,809,10
1672,Employee_1672,98053,991,12
1673,Employee_1673,110855,98,9
1674,Employee_1674,55896,316,7
1675,Employee_1675,95761,122,12
1676,Employee_1676,102552,319,15
1677,Employee_1677,117454,798,8
1678,Employee_1678,130600,592,17
1679,Employee_1679,67935,494,5
1680,Employee_1680,77641,456,14
1681,Employee_1681,69711,521,2
1682,Employee_1682,110342,519,16
1683,Employee_1683,146896,916,17
1684,Employee_1684,52182,716,3
1685,Employee_1685,127833,314,1
1686,Employee_1686,96276,945,18
1687,Employee_1687,59541,708,18
1688,Employee_1688,134457,709,4
1689,Employee_1689,122310,541,15
1690,Employee_1690,84813,478,19
1691,Employee_1691,77198,912,19
1692,Employee_1692,48820,970,10
1693,Employee_1693,64070,19,5
1694,Employee_1694,109768,559,19
1695,Employee_1695,51122,968,11
1696,Employee_1696,120559,129,7
1697,Employee_1697,113543,292,5
1698,Employee_1698,123441,896,20
1699,Employee_1699,81786,131,12
1700,Employee_1700,134934,355,19
1701,Employee_1701,139804,53,15
1702,Employee_1702,46737,889,12
1703,Employee_1703,76062,792,4
1704,Employee_1704,94237,386,12
1705,Employee_1705,91571,264,18
1706,Employee_1706,65510,981,17
1707,Employee_1707,59426,214,19
1708,Employee_1708,77265,459,16
1709,Employee_1709,57850,457,11
1710,Employee_1710,106150,801,2
1711,Employee_1711,127312,42,16
1712,Employee_1712,129613,585,1
1713,Employee_1713,114910,861,17
1714,Employee_1714,92375,277,18
1715,Employee_1715,75435,837,13
1716,Employee_1716,136443,753,5
1717,Employee_1717,97132,129,6
1718,Employee_1718,118945,349,1
1719,Employee_1719,122050,705,10
1720,Employee_1720,135402,543,5
1721,Employee_1721,42983,105,1
1722,Employee_1722,137241,911,11
1723,Employee_1723,60662,715,7
1724,Employee_1724,63510,,18
1725,Employee_1725,118187,756,20
1726,Employee_1726,80998,583,10
1727,Employee_1727,96846,431,15
1728,Employee_1728,134071,305,4
1729,Employee_1729,46640,908,16
1730,Employee_1730,84547,526,15
1731,Employee_1731,94620,52,15
1732,Employee_1732,55317,939,12
1733,Employee_1733,47564,519,8
1734,Employee_1734,67345,329,8
1735,Employee_1735,134223,557,18
1736,Employee_1736,119273,324,6
1737,Employee_1737,114859,113,5
1738,Employee_1738,120765,146,2
1739,Employee_1739,114038,165,12
1740,Employee_1740,92393,378,4
1741,Employee_1741,106081,138,13
1742,Employee_1742,142650,628,17
1743,Employee_1743,69430,298,16
1744,Employee_1744,115532,275,9
1745,Employee_1745,67788,915,1
1746,Employee_1746,135505,788,15
1747,Employee_1747,88543,849,12
1748,Employee_1748,53919,824,5
1749,Employee_1749,109346,177,18
1750,Employee_1750,136122,841,20
1751,Employee_1751,79974,353,2
1752,Employee_1752,147309,153,4
1753,Employee_1753,56371,925,15
1754,Employee_1754,85084,200,6
1755,Employee_1755,69629,877,12
1756,Employee_1756,91184,114,18
1757,Employee_1757,101916,670,20
1758,Employee_1758,113972,553,4
1759,Employee_1759,102187,758,1
1760,Employee_1760,52984,67,15
1761,Employee_1761,73039,444,18
1762,Employee_1762,125431,444,14
1763,Employee_1763,123691,325,3
1764,Employee_1764,98606,845,15
1765,Employee_1765,50616,707,5
1766,Employee_1766,142665,601,3
1767,Employee_1767,145373,622,7
1768,Employee_1768,90072,879,6
1769,Employee_1769,64574,358,1
1770,Employee_1770,43430,144,19
1771,Employee_1771,52676,274,7
1772,Employee_1772,50816,508,4
1773,Employee_1773,72733,178,12
1774,Employee_1774,125680,752,20
1775,Employee_1775,42050,837,18
1776,Employee_1776,149996,830,9
1777,Employee_1777,73933,476,19
1778,Employee_1778,64951,842,4
1779,Employee_1779,72413,975,1
1780,Employee_1780,74801,413,9
1781,Employee_1781,95619,152,15
1782,Employee_1782,72913,103,8
1783,Employee_1783,80600,74,15
1784,Employee_1784,97775,127,15
1785,Employee_1785,130816,710,18
1786,Employee_1786,130093,665,7
1787,Employee_1787,75400,567,18
1788,Employee_1788,44494,789,16
1789,Employee_1789,120688,344,2
1790,Employee_1790,129431,530,4
1791,Employee_1791,114691,158,20
1792,Employee_1792,137419,537,16
1793,Employee_1793,148730,425,3
1794,Employee_1794,83001,680,2
1795,Employee_1795,107364,995,3
1796,Employee_1796,85028,22,5
1797,Employee_1797,147434,46,2
1798,Employee_1798,137659,524,19
1799,Employee_1799,77573,728,20
1800,Employee_1800,40806,833,2
1801,Employee_1801,96638,705,2
1802,Employee_1802,146506,143,20
1803,Employee_1803,69757,584,18
1804,Employee_1804,74636,667,20
1805,Employee_1805,120097,588,14
1806,Employee_1806,88280,418,15
1807,Employee_1807,64262,680,12
1808,Employee_1808,120435,972,11
1809,Employee_1809,102211,798,11
1810,Employee_1810,94842,84,7
1811,Employee_1811,96979,415,12
1812,Employee_1812,121470,693,16
1813,Employee_1813,78197,481,5
1814,Employee_1814,81844,455,2
1815,Employee_1815,104754,826,16
1816,Employee_1816,141868,296,15
1817,Employee_1817,74157,111,11
1818,Employee_1818,117129,961,6
1819,Employee_1819,80042,229,13
1820,Employee_1820,101665,95,19
1821,Employee_1821,122856,949,10
1822,Employee_1822,67376,679,19
1823,Employee_1823,149049,377,5
1824,Employee_1824,95554,155,7
1825,Employee_1825,54199,420,11
1826,Employee_1826,121412,104,14
1827,Employee_1827,90948,704,16
1828,Employee_1828,113781,1000,18
1829,Employee_1829,112750,329,4
1830,Employee_1830,106262,438,1
1831,Employee_1831,86600,131,15
1832,Employee_1832,116898,866,14
1833,Employee_1833,102483,381,19
1834,Employee_1834,58297,137,5
1835,Employee_1835,70448,942,4
1836,Employee_1836,66172,842,13
1837,Employee_1837,82874,269,18
1838,Employee_1838,47657,549,12
1839,Employee_1839,124386,395,15
1840,Employee_1840,65425,556,9
1841,Employee_1841,66685,912,4
1842,Employee_1842,64578,463,5
1843,Employee_1843,68831,674,9
1844,Employee_1844,47906,449,13
1845,Employee_1845,101413,330,10
1846,Employee_1846,94028,252,16
1847,Employee_1847,47287,680,13
1848,Employee_1848,73660,962,4
1849,Employee_1849,115758,284,13
1850,Employee_1850,100504,273,8
1851,Employee_1851,99720,19,13
1852,Employee_1852,142979,238,15
1853,Employee_1853,74701,269,20
1854,Employee_1854,123300,417,20
1855,Employee_1855,57674,944,13
1856,Employee_1856,123560,309,5
1857,Employee_1857,63874,30,6
1858,Employee_1858,83642,825,5
1859,Employee_1859,137820,103,13
1860,Employee_1860,105160,681,5
1861,Employee_1861,57602,185,13
1862,Employee_1862,143320,127,20
1863,Employee_1863,128801,209,8
1864,Employee_1864,65931,413,9
1865,Employee_1865,134377,280,19
1866,Employee_1866,69192,958,20
1867,Employee_1867,86542,252,15
1868,Employee_1868,82520,18,10
1869,Employee_1869,104772,711,11
1870,Employee_1870,98762,731,5
1871,Employee_1871,90106,135,9
1872,Employee_1872,121121,222,11
1873,Employee_1873,65559,2,19
1874,Employee_1874,145595,962,2
1875,Employee_1875,73742,235,6
1876,Employee_1876,109669,853,1
1877,Employee_1877,120199,464,3
1878,Employee_1878,61754,227,3
1879,Employee_1879,43972,912,14
1880,Employee_1880,110831,653,20
1881,Employee_1881,81873,498,5
1882,Employee_1882,134661,520,17
1883,Employee_1883,146532,701,15
1884,Employee_1884,49903,861,6
1885,Employee_1885,43020,916,14
1886,Employee_1886,81755,971,14
1887,Employee_1887,125956,676,17
1888,Employee_1888,126988,991,8
1889,Employee_1889,85648,138,8
1890,Employee_1890,143537,275,19
1891,Employee_1891,49516,290,9
1892,Employee_1892,42396,52,11
1893,Employee_1893,124082,686,13
1894,Employee_1894,59129,109,13
1895,Employee_1895,41591,714,19
1896,Employee_1896,51303,947,19
1897,Employee_1897,70561,647,5
1898,Employee_1898,111719,3,16
1899,Employee_1899,132108,666,9
1900,Employee_1900,139616,683,20
1901,Employee_1901,126231,935,3
1902,Employee_1902,47314,869,19
1903,Employee_1903,59623,46,5
1904,Employee_1904,107675,93,8
1905,Employee_1905,136826,939,14
1906,Employee_1906,105082,559,3
1907,Employee_1907,123624,751,13
1908,Employee_1908,145228,858,11
1909,Employee_1909,73130,212,8
1910,Employee_1910,91756,435,19
1911,Employee_1911,137624,851,10
1912,Employee_1912,66292,507,18
1913,Employee_1913,126206,835,18
1914,Employee_1914,109274,650,7
1915,Employee_1915,42469,204,16
1916,Employee_1916,93947,380,6
1917,Employee_1917,62534,72,16
1918,Employee_1918,103620,515,16
1919,Employee_1919,88874,75,1
1920,Employee_1920,89708,840,19
1921,Employee_1921,114553,76,3
1922,Employee_1922,108344,815,6
1923,Employee_1923,89138,767,4
1924,Employee_1924,94302,409,4
1925,Employee_1925,87638,613,4
1926,Employee_1926,118249,105,10
1927,Employee_1927,145865,844,9
1928,Employee_1928,42719,550,8
1929,Employee_1929,62890,475,19
1930,Employee_1930,117236,825,17
1931,Employee_1931,76509,274,17
1932,Employee_1932,82534,87,1
1933,Employee_1933,142302,722,20
1934,Employee_1934,132241,880,14
1935,Employee_1935,58787,76,20
1936,Employee_1936,88845,76,11
1937,Employee_1937,97932,441,3
1938,Employee_1938,132124,539,8
1939,Employee_1939,131659,244,10
1940,Employee_1940,73062,577,17
1941,Employee_1941,115713,777,8
1942,Employee_1942,127263,381,1
1943,Employee_1943,135756,981,20
1944,Employee_1944,100461,716,7
1945,Employee_1945,115418,569,9
1946,Employee_1946,106672,712,12
1947,Employee_1947,74832,736,9
1948,Employee_1948,71966,141,20
1949,Employee_1949,112545,892,3
1950,Employee_1950,52987,367,4
1951,Employee_1951,77311,83,10
1952,Employee_1952,71575,142,4
1953,Employee_1953,103852,351,9
1954,Employee_1954,41007,544,1
1955,Employee_1955,110981,912,5
1956,Employee_1956,116242,151,9
1957,Employee_1957,87517,157,5
1958,Employee_1958,69257,445,6
1959,Employee_1959,127272,652,19
1960,Employee_1960,82207,957,8
1961,Employee_1961,53281,762,10
1962,Employee_1962,101246,302,11
1963,Employee_1963,41435,623,13
1964,Employee_1964,138875,655,20
1965,Employee_1965,140686,449,4
1966,Employee_1966,131357,720,11
1967,Employee_1967,66660,223,12
1968,Employee_1968,45084,42,5
1969,Employee_1969,122197,263,10
1970,Employee_1970,53507,755,7
1971,Employee_1971,112595,2,9
1972,Employee_1972,123807,636,9
1973,Employee_1973,85539,267,10
1974,Employee_1974,47491,595,10
1975,Employee_1975,90192,15,2
1976,Employee_1976,120395,333,4
1977,Employee_1977,103888,463,8
1978,Employee_1978,113609,58,14
1979,Employee_1979,49077,176,17
1980,Employee_1980,60953,62,13
1981,Employee_1981,116919,957,18
1982,Employee_1982,107889,560,18
1983,Employee_1983,63821,306,13
1984,Employee_1984,77567,245,8
1985,Employee_1985,64860,288,12
1986,Employee_1986,61195,797,1
1987,Employee_1987,117475,954,20
1988,Employee_1988,130874,331,18
1989,Employee_1989,127266,526,3
1990,Employee_1990,61427,849,12
1991,Employee_1991,140732,254,19
1992,Employee_1992,67083,603,13
1993,Employee_1993,127046,509,10
1994,Employee_1994,97372,790,15
1995,Employee_1995,84064,717,20
1996,Employee_1996,47813,605,2
1997,Employee_1997,71598,736,19
1998,Employee_1998,133106,812,3
1999,Employee_1999,67082,829,14
2000,Employee_2000,69241,462,7
2001,Employee_2001,136214,198,8
2002,Employee_2002,84569,270,11
2003,Employee_2003,51745,745,20
2004,Employee_2004,66029,557,6
2005,Employee_2005,53025,63,11
2006,Employee_2006,141660,229,17
2007,Employee_2007,54288,941,10
2008,Employee_2008,129186,951,17
2009,Employee_2009,46540,248,2
2010,Employee_2010,137768,245,6
2011,Employee_2011,121958,939,5
2012,Employee_2012,108878,586,4
2013,Employee_2013,81846,156,2
2014,Employee_2014,141148,734,12
2015,Employee_2015,115932,701,3
2016,Employee_2016,57482,984,6
2017,Employee_2017,63411,563,14
2018,Employee_2018,90975,949,8
2019,Employee_2019,100545,87,14
2020,Employee_2020,118797,312,3
2021,Employee_2021,92307,850,16
2022,Employee_2022,43093,65,15
2023,Employee_2023,117258,661,7
2024,Employee_2024,62042,19,15
2025,Employee_2025,92930,32,13
2026,Employee_2026,84413,839,6
2027,Employee_2027,133623,792,15
2028,Employee_2028,137883,557,17
2029,Employee_2029,73756,72,4
2030,Employee_2030,93268,865,14
2031,Employee_2031,79214,824,15
2032,Employee_2032,121871,342,12
2033,Employee_2033,68602,132,19
2034,Employee_2034,93331,54,10
2035,Employee_2035,88901,60,6
2036,Employee_2036,139986,856,9
2037,Employee_2037,103416,519,2
2038,Employee_2038,72196,271,4
2039,Employee_2039,45626,245,9
2040,Employee_2040,47424,175,15
2041,Employee_2041,52857,627,13
2042,Employee_2042,59982,316,20
2043,Employee_2043,116961,782,8
2044,Employee_2044,41980,704,19
2045,Employee_2045,88290,661,19
2046,Employee_2046,66431,130,16
2047,Employee_2047,124976,101,11
2048,Employee_2048,147288,309,10
2049,Employee_2049,122711,781,8
2050,Employee_2050,66385,291,1
2051,Employee_2051,78158,721,10
2052,Employee_2052,63019,494,18
2053,Employee_2053,58639,360,3
2054,Employee_2054,125530,337,11
2055,Employee_2055,139911,578,18
2056,Employee_2056,61563,9,3
2057,Employee_2057,79341,48,8
2058,Employee_2058,45776,486,14
2059,Employee_2059,76444,622,6
2060,Employee_2060,108916,320,15
2061,Employee_2061,48711,730,14
2062,Employee_2062,114318,568,7
2063,Employee_2063,122970,794,10
2064,Employee_2064,125553,970,15
2065,Employee_2065,70707,624,10
2066,Employee_2066,79110,132,17
2067,Employee_2067,101788,582,19
2068,Employee_2068,122879,82,17
2069,Employee_2069,78827,56,12
2070,Employee_2070,147188,375,15
2071,Employee_2071,45655,348,12
2072,Employee_2072,84859,270,9
2073,Employee_2073,93625,482,5
2074,Employee_2074,92098,110,4
2075,Employee_2075,55251,868,12
2076,Employee_2076,40526,886,16
2077,Employee_2077,108760,75,9
2078,Employee_2078,87837,157,3
2079,Employee_2079,51536,531,3
2080,Employee_2080,68541,932,18
2081,Employee_2081,119083,642,17
2082,Employee_2082,91027,328,10
2083,Employee_2083,74531,121,2
2084,Employee_2084,48712,40,11
2085,Employee_2085,144101,166,3
2086,Employee_2086,105455,921,2
2087,Employee_2087,114744,641,9
2088,Employee_2088,45109,22,19
2089,Employee_2089,89268,278,2
2090,Employee_2090,140737,762,19
2091,Employee_2091,94615,468,2
2092,Employee_2092,122503,399,15
2093,Employee_2093,69759,8,3
2094,Employee_2094,125708,12,5
2095,Employee_2095,100112,923,11
2096,Employee_2096,142471,922,7
2097,Employee_2097,66589,818,6
2098,Employee_2098,70015,831,14
2099,Employee_2099,69009,51,1
2100,Employee_2100,123309,208,17
2101,Employee_2101,102046,549,17
2102,Employee_2102,146661,611,14
2103,Employee_2103,66143,704,10
2104,Employee_2104,46154,401,8
2105,Employee_2105,61804,190,8
2106,Employee_2106,81688,50,14
2107,Employee_2107,104288,392,7
2108,Employee_2108,91195,652,6
2109,Employee_2109,60581,679,4
2110,Employee_2110,92648,822,1
2111,Employee_2111,70087,620,15
2112,Employee_2112,89930,718,15
2113,Employee_2113,72981,938,1
2114,Employee_2114,109298,299,20
2115,Employee_2115,86167,621,3
2116,Employee_2116,115304,195,5
2117,Employee_2117,83408,416,5
2118,Employee_2118,79499,663,4
2119,Employee_2119,92269,419,17
2120,Employee_2120,78559,754,20
2121,Employee_2121,114319,639,14
2122,Employee_2122,135317,616,8
2123,Employee_2123,136347,521,2
2124,Employee_2124,88787,355,8
2125,Employee_2125,75488,147,1
2126,Employee_2126,114441,1000,4
2127,Employee_2127,114663,364,19
2128,Employee_2128,62431,363,5
2129,Employee_2129,101681,970,5
2130,Employee_2130,103483,651,20
2131,Employee_2131,89153,701,19
2132,Employee_2132,46368,401,12
2133,Employee_2133,67424,605,20
2134,Employee_2134,85004,491,1
2135,Employee_2135,123869,228,7
2136,Employee_2136,128652,574,17
2137,Employee_2137,96985,851,2
2138,Employee_2138,90069,536,11
2139,Employee_2139,92326,267,7
2140,Employee_2140,148737,404,17
2141,Employee_2141,121061,792,3
2142,Employee_2142,63398,10,6
2143,Employee_2143,138393,319,11
2144,Employee_2144,90861,712,18
2145,Employee_2145,115897,125,18
2146,Employee_2146,121905,305,10
2147,Employee_2147,108577,701,5
2148,Employee_2148,105641,510,15
2149,Employee_2149,49078,88,20
2150,Employee_2150,65003,354,4
2151,Employee_2151,102768,627,1
2152,Employee_2152,91047,351,15
2153,Employee_2153,111626,688,17
2154,Employee_2154,97660,13,19
2155,Employee_2155,144386,256,14
2156,Employee_2156,89786,208,19
2157,Employee_2157,41925,280,18
2158,Employee_2158,123976,442,2
2159,Employee_2159,145221,839,6
2160,Employee_2160,66015,836,13
2161,Employee_2161,73320,388,17
2162,Employee_2162,104881,616,6
2163,Employee_2163,130827,482,5
2164,Employee_2164,142215,146,7
2165,Employee_2165,66289,278,1
2166,Employee_2166,43389,520,13
2167,Employee_2167,65683,629,19
2168,Employee_2168,53629,605,1
2169,Employee_2169,101550,433,13
2170,Employee_2170,64826,143,11
2171,Employee_2171,140734,288,7
2172,Employee_2172,66630,385,20
2173,Employee_2173,138762,13,3
2174,Employee_2174,86163,256,1
2175,Employee_2175,138511,345,8
2176,Employee_2176,106435,697,17
2177,Employee_2177,51653,344,13
2178,Employee_2178,67961,399,14
2179,Employee_2179,121941,206,5
2180,Employee_2180,114137,857,6
2181,Employee_2181,73662,942,6
2182,Employee_2182,138818,171,8
2183,Employee_2183,96446,463,13
2184,Employee_2184,61288,269,18
2185,Employee_2185,135081,220,4
2186,Employee_2186,76877,151,17
2187,Employee_2187,55313,622,5
2188,Employee_2188,120885,182,3
2189,Employee_2189,112715,398,4
2190,Employee_2190,50326,850,5
2191,Employee_2191,41560,71,14
2192,Employee_2192,119148,417,15
2193,Employee_2193,123186,897,20
2194,Employee_2194,66745,282,17
2195,Employee_2195,71890,73,6
2196,Employee_2196,60022,354,10
2197,Employee_2197,92579,726,16
2198,Employee_2198,110316,496,17
2199,Employee_2199,123847,327,14
2200,Employee_2200,68380,987,20
2201,Employee_2201,42356,534,12
2202,Employee_2202,110326,579,9
2203,Employee_2203,132447,909,15
2204,Employee_2204,129899,446,12
2205,Employee_2205,60049,372,14
2206,Employee_2206,115717,361,18
2207,Employee_2207,145361,92,20
2208,Employee_2208,56082,320,6
2209,Employee_2209,40661,323,4
2210,Employee_2210,77412,383,12
2211,Employee_2211,42920,574,13
2212,Employee_2212,131194,735,19
2213,Employee_2213,100315,736,13
2214,Employee_2214,119561,880,12
2215,Employee_2215,48946,345,20
2216,Employee_2216,134242,848,3
2217,Employee_2217,85500,102,3
2218,Employee_2218,144540,214,14
2219,Employee_2219,56309,191,18
2220,Employee_2220,95230,671,19
2221,Employee_2221,138656,883,10
2222,Employee_2222,70027,718,17
2223,Employee_2223,112541,780,15
2224,Employee_2224,99321,193,19
2225,Employee_2225,40956,379,9
2226,Employee_2226,140375,402,4
2227,Employee_2227,114131,663,15
2228,Employee_2228,87908,748,19
2229,Employee_2229,118339,599,16
2230,Employee_2230,65963,10,8
2231,Employee_2231,141757,186,17
2232,Employee_2232,79443,725,1
2233,Employee_2233,139259,14,7
2234,Employee_2234,79063,777,18
2235,Employee_2235,120818,296,12
2236,Employee_2236,44703,410,16
2237,Employee_2237,105128,955,1
2238,Employee_2238,112099,584,15
2239,Employee_2239,65849,51,7
2240,Employee_2240,71860,639,17
2241,Employee_2241,71585,27,3
2242,Employee_2242,62015,576,11
2243,Employee_2243,117539,16,6
2244,Employee_2244,83585,350,6
2245,Employee_2245,66958,427,15
2246,Employee_2246,66017,649,7
2247,Employee_2247,116707,830,11
2248,Employee_2248,85350,228,17
2249,Employee_2249,52201,765,18
2250,Employee_2250,69426,988,19
2251,Employee_2251,57778,209,8
2252,Employee_2252,85241,430,20
2253,Employee_2253,82229,293,8
2254,Employee_2254,126652,742,11
2255,Employee_2255,88364,752,3
2256,Employee_2256,138833,581,14
2257,Employee_2257,124878,103,9
2258,Employee_2258,97056,203,1
2259,Employee_2259,67490,52,1
2260,Employee_2260,59975,973,12
2261,Employee_2261,66723,939,11
2262,Employee_2262,63279,374,1
2263,Employee_2263,118301,841,20
2264,Employee_2264,51561,53,12
2265,Employee_2265,147435,275,17
2266,Employee_2266,106061,334,15
2267,Employee_2267,128397,30,2
2268,Employee_2268,89153,134,18
2269,Employee_2269,73142,57,16
2270,Employee_2270,66916,104,4
2271,Employee_2271,104324,265,8
2272,Employee_2272,84965,521,2
2273,Employee_2273,44648,495,14
2274,Employee_2274,75133,252,15
2275,Employee_2275,90677,294,9
2276,Employee_2276,136059,667,2
2277,Employee_2277,134588,157,17
2278,Employee_2278,139950,548,10
2279,Employee_2279,138317,630,9
2280,Employee_2280,110135,66,2
2281,Employee_2281,75046,753,19
2282,Employee_2282,87064,298,17
2283,Employee_2283,141459,462,11
2284,Employee_2284,146625,724,17
2285,Employee_2285,109350,819,10
2286,Employee_2286,85893,100,18
2287,Employee_2287,141520,55,6
2288,Employee_2288,101272,331,16
2289,Employee_2289,132152,835,18
2290,Employee_2290,107649,750,20
2291,Employee_2291,104674,392,18
2292,Employee_2292,148542,742,1
2293,Employee_2293,53760,873,3
2294,Employee_2294,61927,380,15
2295,Employee_2295,126475,91,20
2296,Employee_2296,101367,790,10
2297,Employee_2297,137955,446,5
2298,Employee_2298,52588,108,15
2299,Employee_2299,141678,316,14
2300,Employee_2300,144734,167,15
2301,Employee_2301,92233,811,10
2302,Employee_2302,84738,981,9
2303,Employee_2303,73397,919,12
2304,Employee_2304,122189,434,7
2305,Employee_2305,116367,441,5
2306,Employee_2306,111260,217,10
2307,Employee_2307,116619,221,8
2308,Employee_2308,59816,672,20
2309,Employee_2309,82240,527,16
2310,Employee_2310,46276,277,12
2311,Employee_2311,144199,568,9
2312,Employee_2312,119530,573,10
2313,Employee_2313,63499,874,16
2314,Employee_2314,128576,465,10
2315,Employee_2315,148856,838,9
2316,Employee_2316,122495,753,3
2317,Employee_2317,111635,601,19
2318,Employee_2318,147803,583,11
2319,Employee_2319,125112,837,6
2320,Employee_2320,75946,29,6
2321,Employee_2321,95204,358,15
2322,Employee_2322,91886,918,15
2323,Employee_2323,111652,287,13
2324,Employee_2324,55563,85,5
2325,Employee_2325,132324,233,14
2326,Employee_2326,132464,746,2
2327,Employee_2327,141872,312,12
2328,Employee_2328,49847,364,20
2329,Employee_2329,66155,776,14
2330,Employee_2330,119671,798,19
2331,Employee_2331,123310,838,20
2332,Employee_2332,107278,904,15
2333,Employee_2333,58309,268,20
2334,Employee_2334,40619,697,17
2335,Employee_2335,123194,130,14
2336,Employee_2336,90108,802,18
2337,Employee_2337,74707,992,5
2338,Employee_2338,60337,788,12
2339,Employee_2339,121537,831,10
2340,Employee_2340,106504,350,8
2341,Employee_2341,87614,179,6
2342,Employee_2342,131428,801,15
2343,Employee_2343,131155,479,12
2344,Employee_2344,40281,888,6
2345,Employee_2345,67420,162,12
2346,Employee_2346,120896,782,15
2347,Employee_2347,79030,887,12
2348,Employee_2348,41058,95,9
2349,Employee_2349,126213,773,19
2350,Employee_2350,116260,509,2
2351,Employee_2351,68404,364,13
2352,Employee_2352,143482,980,13
2353,Employee_2353,145284,352,8
2354,Employee_2354,69856,799,13
2355,Employee_2355,49200,435,4
2356,Employee_2356,104178,82,6
2357,Employee_2357,73997,224,6
2358,Employee_2358,65611,411,12
2359,Employee_2359,81235,734,12
2360,Employee_2360,75057,980,17
2361,Employee_2361,41239,117,7
2362,Employee_2362,143674,481,15
2363,Employee_2363,105661,191,17
2364,Employee_2364,85272,590,10
2365,Employee_2365,129393,589,20
2366,Employee_2366,101212,658,6
2367,Employee_2367,55398,106,9
2368,Employee_2368,96503,381,15
2369,Employee_2369,46638,782,16
2370,Employee_2370,46570,389,8
2371,Employee_2371,108785,243,16
2372,Employee_2372,49110,584,5
2373,Employee_2373,145899,868,18
2374,Employee_2374,119141,467,20
2375,Employee_2375,52115,865,14
2376,Employee_2376,79062,933,2
2377,Employee_2377,62911,537,3
2378,Employee_2378,144061,209,14
2379,Employee_2379,72556,603,7
2380,Employee_2380,118131,636,15
